bss,x,y,geometry,dpt,prof,alt,masse_eau,codes_bdlisa,CodeEH,InclusEH,EtatEH,NatureEH,MilieuEH,ThemeEH,OrigineEH
09911X0280/F,4.035328782,43.696971739,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.0353287820452755, 43.69697173856179]}",34,100.0,54.0,"['Calcaires, marnes et molasses oligo-miocènes du bassin de Castrie-Sommières']",643AB02,643AB02,643AB,3,5.0,4,2.0,1.0
09526X0090/F,-0.253119772,43.822874306,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.253119772487029, 43.8228743057981]}",40,50.0,93.0,,316AA01,316AA01,316AA,1,5.0,4,2.0,1.0
08262X0290/F,-0.927535615,44.787230443,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.927535614546609, 44.7872304432193]}",33,44.5,47.0,,308AC01,308AC01,308AC,2,5.0,1,2.0,1.0
06601X0001/F,-0.346823833,46.020830641,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.3468238329868133, 46.020830641433115]}",17,20.0,55.0,,352AC01,352AC01,352AC,2,5.0,5,2.0,1.0
08051X0001/F,0.024638631,44.959897102,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.0246386311250385, 44.9598971020619]}",24,180.0,66.6,,334AG03,334AG03,334AG,1,5.0,1,2.0,1.0
08512X0001/F,-0.553419473,44.606667082,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.5534194734822113, 44.60666708197404]}",33,154.0,45.0,,,,,,,,,
10082X0001/F,0.876623753,43.521514492,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.876623752636764, 43.5215144924374]}",32,2751.2,214.86,,334AC05,334AC05,334AC,1,5.0,1,2.0,1.0
03243X0001/F,0.9360886,48.192104271,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.936088600413465, 48.1921042707523]}",28,18.8,206.0,['Sables et grès du Cénomanien captifs'],123BA01,123BA01,123BA,X,7.0,1,2.0,1.0
07794X0001/F,-0.410692662,45.140204817,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.41069266154527273, 45.14020481703863]}",33,187.0,39.33,,334AG03,334AG03,334AG,1,5.0,1,2.0,1.0
09015X0001/F,0.074852068,44.106419348,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.07485206844794139, 44.10641934798359]}",40,57.5,145.0,,320AA01,320AA01,320AA,1,5.0,4,2.0,1.0
08985X0001/F,-1.03294453,44.16448784,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.0329445300631754, 44.16448783961956]}",40,240.0,59.0,,320AA01,320AA01,320AA,1,5.0,4,2.0,1.0
09016X0001/F,0.160947044,44.163290407,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.16094704422602485, 44.163290406908274]}",47,24.6,123.0,,320AA01,320AA01,320AA,1,5.0,4,2.0,1.0
08766X0001/F,-0.259985411,44.291769607,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.2599854114486855, 44.291769606794816]}",33,77.1,96.67,,,,,,,,,
08527X0001/F,-0.145429684,44.495468018,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.14542968402030768, 44.49546801811423]}",33,134.0,103.1,,324AA01,324AA01,324AA,1,5.0,8,2.0,1.0
10357X0001/F,1.659213837,43.236091302,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.65921383737127, 43.2360913018168]}",09,7.0,246.0,,946AG03,946AG03,946AG,2,5.0,1,1.0,1.0
03608X0001/F,1.027916526,47.893107573,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.027916526426453, 47.893107573305926]}",41,149.0,152.0,['Sables et grès du Cénomanien captifs'],123AC05,123AC05,123AC,3,5.0,1,2.0,1.0
10078X0001/F,0.715230782,43.386791615,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.715230782095584, 43.3867916146536]}",32,3821.8,220.7,,334AC05,334AC05,334AC,1,5.0,1,2.0,1.0
08988X0001/F,-0.741009054,44.145687237,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.741009054031374, 44.1456872365767]}",40,154.1,78.0,,320AA01,320AA01,320AA,1,5.0,4,2.0,1.0
04302X0101/F,1.905736263,47.611177689,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.905736263317591, 47.61117768881994]}",41,81.0,110.0,['Calcaires tertiaires de Beauce sous Sologne captifs'],107AA03,107AA03,107AA,1,5.0,5,2.0,1.0
10548X0101/F,0.630156012,43.109682776,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.630156011885604, 43.109682775688]}",31,23.0,397.0,,946AA03,946AA03,946AA,3,5.0,1,1.0,1.0
07811X0011/F,0.016522581,45.177032067,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.0165225809427332, 45.177032066681]}",24,68.0,42.0,,330AA03,330AA03,330AA,3,6.0,1,2.0,1.0
09781X0011/F,-0.678789626,43.72194386,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.678789626076579, 43.721943860372]}",40,100.0,85.0,,340AA02,340AA02,340AA,1,5.0,4,2.0,1.0
08522X0011/F,-0.262837087,44.558157543,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.2628370869303507, 44.558157542626184]}",33,152.0,14.43,,,,,,,,,
08773X0011/F,0.249513802,44.394301925,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.24951380183519645, 44.39430192491516]}",47,258.0,33.22,,358AE03,358AE03,358AE,1,5.0,5,2.0,1.0
09793X0011/F,-0.112822644,43.668135616,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.11282264434689551, 43.66813561596567]}",32,6.0,101.0,,948AA03,948AA03,948AA,3,5.0,1,1.0,1.0
04324X0011/F,2.832046765,47.660935515,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.83204676546672, 47.6609355154076]}",45,40.0,165.0,['Craie et Tertiaire du Gâtinais'],121AY05,121AY05,121AY,2,6.0,4,2.0,1.0
09025X0011/F,0.431558685,44.133161959,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.431558684766473, 44.1331619588385]}",47,32.0,86.66,,322AA03,322AA03,322AA,3,6.0,1,2.0,1.0
08807X0011/F,1.325062,44.35152,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.325062, 44.35152]}",46,184.0,188.0,,358AE03,358AE03,358AE,1,5.0,5,2.0,1.0
07117X0011/F,0.974848847,45.599530024,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.9748488472230222, 45.59953002383014]}",24,85.0,401.0,,372AM01,372AM01,372AM,2,6.0,2,3.0,1.0
07488X0011/F,5.696861749,45.375782904,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [5.696861749378116, 45.375782904354246]}",38,50.0,409.0,['Alluvions du Guiers - Herretang'],712BD43,712BD43,712BD,2,5.0,1,1.0,1.0
02442X0111/F,-2.418250465,48.521916161,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-2.41825046471856, 48.5219161607179]}",22,31.0,63.0,"[""Bassin versant de l'Arguenon""]",187AA03,187AA03,187AA,2,5.0,2,3.0,1.0
09903X0111/F,3.808866717,43.730455655,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.80886671740743, 43.73045565489653]}",34,,165.0,['Calcaires et marnes jurassiques des garrigues nord-montpellieraines (W faille de Corconne)'],631AF00,631AF00,631AF,2,5.0,5,2.0,3.0
09247X0111/F,-0.862406747,43.93598699,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.862406747473863, 43.9359869899868]}",40,,71.0,,316AA01,316AA01,316AA,1,5.0,4,2.0,1.0
09541X0021/F,0.38464273,43.837378101,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.3846427296280665, 43.83737810139059]}",32,769.0,97.0,,334AC03,334AC03,334AC,1,6.0,1,2.0,1.0
03822X0021/F,-3.868654395,47.84158899,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-3.86865439504187, 47.8415889901358]}",29,28.0,25.0,['Bassin versant de la baie de Concarneau - Aven'],193AA05,193AA05,193AA,2,6.0,2,3.0,1.0
10357X0021/F,1.62794485,43.225456979,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.62794485036141, 43.2254569787596]}",09,8.5,245.5,,946AG03,946AG03,946AG,2,5.0,1,1.0,1.0
06828X0021/F,-0.762753194,45.73297147,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.7627531943251339, 45.7329714698753]}",17,124.0,46.0,,348AA01,348AA01,348AA,1,5.0,8,2.0,1.0
07807X0121/F,-0.129064121,45.050712758,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.129064120828955, 45.0507127582805]}",33,58.0,11.0,,306AA01,306AA01,306AA,2,5.0,1,2.0,1.0
08341X0031/F,1.854328973,44.73939269,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.85432897316718, 44.7393926900094]}",46,52.0,325.0,,362AA03,362AA03,362AA,1,5.0,8,2.0,1.0
03113X0031/F,-3.730178082,48.173058541,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-3.73017808167147, 48.1730585412633]}",29,31.0,135.0,"[""Bassin versant de l'Aulne""]",191AG01,191AG01,191AG,2,6.0,2,3.0,1.0
10153X0031/F,3.458960412,43.54089977,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.458960412329624, 43.5408997704153]}",34,31.0,50.0,['Formations tertiaires et crétacées du bassin de Béziers-Pézenas'],657AB00,657AB00,657AB,3,6.0,1,2.0,2.0
06827X0131/F,-0.901639601,45.771697713,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.901639601424477, 45.7716977132709]}",17,43.0,43.0,,348AE03,348AE03,348AE,3,5.0,1,2.0,1.0
09761X0041/F,-1.427236082,43.6584389,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.427236082487172, 43.6584388995885]}",40,57.0,14.0,,308AC05,308AC05,308AC,3,5.0,1,2.0,1.0
06837X0041/F,-0.48958872,45.766545807,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.48958871959809924, 45.76654580694369]}",17,136.0,54.0,,348AE01,348AE01,348AE,1,5.0,1,2.0,1.0
08278X0241/F,-0.372775214,44.686653861,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.372775213825234, 44.6866538610184]}",33,7.5,6.5,,946AA07,946AA07,946AA,3,5.0,1,1.0,1.0
06835X0051/F,-0.63452405,45.745408948,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.6345240501841816, 45.74540894760195]}",17,95.0,27.0,,346AA03,346AA03,346AA,X,6.0,5,2.0,1.0
09908X0351/F,3.901282677,43.636050468,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.901282676664958, 43.63605046836855]}",34,60.0,51.0,['Calcaires jurassiques pli oriental de Montpellier et extension sous couverture'],681AQ03,681AQ03,681AQ,2,5.0,9,2.0,1.0
02465X0061/F,-1.762532861,48.467769142,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.76253286118049, 48.4677691421767]}",35,49.0,85.0,['Bassin versant du Marais de Dol'],173AC01,173AC01,173AC,2,5.0,2,3.0,1.0
04316X0061/F,2.304769662,47.565633679,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.304769662077, 47.5656336790377]}",18,76.0,138.5,['Craie du Séno-Turonien sous Beauce sous Sologne captive'],119AE01,119AE01,119AE,X,6.0,1,2.0,1.0
07075X0071/F,-0.678062028,45.587057433,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.678062028064763, 45.5870574330409]}",17,225.0,37.0,,348AE03,348AE03,348AE,3,5.0,1,2.0,1.0
06831X0081/F,-0.671673519,45.862503401,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.671673518904862, 45.8625034005985]}",17,95.0,24.0,,348AE01,348AE01,348AE,1,5.0,1,2.0,1.0
06828X0181/F,-0.755861473,45.795455102,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.75586147321382, 45.7954551015826]}",17,60.0,26.0,,348AA01,348AA01,348AA,1,5.0,8,2.0,1.0
06828X0091/F,-0.732134291,45.759824877,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.732134291425429, 45.759824877079424]}",17,220.0,36.0,,348AE01,348AE01,348AE,1,5.0,1,2.0,1.0
10405X0291/F,3.268744564,43.287583789,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [3.26874456432241, 43.2875837893384]}",34,120.0,7.0,,,,,,,,,
01501X0002/F,1.161462521,49.077376226,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [1.1614625210395, 49.0773762261477]}",27,16.0,49.0,,121AS01,121AS01,121AS,2,5.0,9,2.0,1.0
06601X0002/F,-0.303132938,46.024256298,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.3031329380299768, 46.02425629772165]}",17,10.0,79.0,,352AC01,352AC01,352AC,2,5.0,5,2.0,1.0
08512X0002/F,-0.553419473,44.606667082,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.5534194734822113, 44.60666708197404]}",33,85.0,56.79,,,,,,,,,
09824X0002/F,0.996680077,43.690535972,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.996680076973757, 43.6905359723595]}",32,1035.0,153.0,,334AC03,334AC03,334AC,1,6.0,1,2.0,1.0
06834X0002/F,-0.408414137,45.836167068,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.40841413661801107, 45.8361670675821]}",17,8.0,23.0,,352AC01,352AC01,352AC,2,5.0,5,2.0,1.0
07584X0002/F,0.67613031,45.312392508,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.676130310099508, 45.3123925083138]}",24,35.0,172.0,,348AA01,348AA01,348AA,1,5.0,8,2.0,1.0
08305X0002/F,0.398197503,44.667599681,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.398197502549292, 44.66759968125841]}",24,297.0,52.2,,344AA01,344AA01,344AA,1,5.0,4,2.0,1.0
04255X0002/F,0.11561332,47.511993266,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.11561332013397278, 47.51199326561276]}",49,34.0,79.0,['Craie du Séno-Turonien interfluve Loire - Loir libre'],121AA11,121AA11,121AA,3,5.0,4,2.0,1.0
09265X0002/F,-0.325080206,43.969367478,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.3250802055628919, 43.969367478347365]}",40,58.0,133.0,,316AA01,316AA01,316AA,1,5.0,4,2.0,1.0
08785X0002/F,0.378842578,44.359813003,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.3788425784632653, 44.35981300312683]}",47,291.3,41.64,,356AB01,356AB01,356AB,1,5.0,5,2.0,1.0
08516X0002/F,-0.567140642,44.512477427,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.5671406415481243, 44.51247742697889]}",33,48.0,71.71,,,,,,,,,
10336X0002/F,0.838461486,43.28892531,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.838461485690019, 43.2889253098271]}",31,4202.4,305.0,,340AA02,340AA02,340AA,1,5.0,4,2.0,1.0
07336X0002/F,0.106889511,45.361083172,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.106889511226907, 45.361083172213]}",16,428.0,75.76,,348AA01,348AA01,348AA,1,5.0,8,2.0,1.0
08786X0002/F,0.431472236,44.351782196,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.431472236269095, 44.35178219633998]}",47,17.0,53.0,,946AC01,946AC01,946AC,2,5.0,1,1.0,1.0
08767X0002/F,-0.144402988,44.311510083,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.1444029877486039, 44.31151008255537]}",33,36.3,98.09,,320AA01,320AA01,320AA,1,5.0,4,2.0,1.0
08518X0002/F,-0.385480318,44.533374478,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.38548031844529146, 44.53337447783548]}",33,154.0,18.89,,,,,,,,,
07778X0002/F,-1.044140503,45.078695498,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.0441405030922408, 45.078695497611825]}",33,220.0,64.91,,324AA01,324AA01,324AA,1,5.0,8,2.0,1.0
10548X0102/F,0.635255374,43.1075094,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.635255373647585, 43.1075093996535]}",31,21.0,390.0,,,,,,,,,
07104X0502/F,0.731129468,45.672370817,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.7311294678587024, 45.67237081738158]}",24,35.0,214.0,,374AC04,374AC04,374AC,2,5.0,2,3.0,1.0
08062X0012/F,0.505561381,44.993675199,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.50556138070394, 44.993675199062096]}",24,65.0,153.0,,,,,,,,,
09775X0012/F,-1.014171218,43.59857291,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-1.01417121843375, 43.598572909699]}",40,202.5,54.0,,324AA01,324AA01,324AA,1,5.0,8,2.0,1.0
08778X0012/F,0.340884106,44.299391229,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.340884106251199, 44.29939122939526]}",47,9.86,35.0,,946AC01,946AC01,946AC,2,5.0,1,1.0,1.0
08907X1012/F,4.869821251,44.344191282,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [4.86982125064746, 44.3441912816867]}",26,6.0,125.0,,712IA01,712IA01,712IA,2,5.0,1,1.0,1.0
09526X0212/F,-0.180512835,43.775051395,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.1805128354599726, 43.77505139503525]}",32,45.0,117.0,,316AA01,316AA01,316AA,1,5.0,4,2.0,1.0
09008X0212/F,-0.066241901,44.183420606,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.0662419010579081, 44.183420605897]}",47,6.2,129.0,,308AC01,308AC01,308AC,2,5.0,1,2.0,1.0
09546X0022/F,0.476339023,43.789749893,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [0.47633902319194, 43.789749893212]}",32,57.8,140.0,,334AC05,334AC05,334AC,1,5.0,1,2.0,1.0
04248X0022/F,-0.025616227,47.535312121,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.025616226780829, 47.5353121213072]}",49,61.0,81.0,['Craie du Séno-Turonien interfluve Loire - Loir libre'],121AB07,121AB07,121AB,3,5.0,4,2.0,1.0
07068X0022/F,-0.744230602,45.63482138,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.7442306019925206, 45.634821380083146]}",17,,23.0,,348AE01,348AE01,348AE,1,5.0,1,2.0,1.0
04854X0222/F,-0.035097482,47.341237152,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.035097481908555, 47.34123715200062]}",49,42.0,66.87,['Craie du Séno-Turonien interfluve Loire - Loir libre'],121AB07,121AB07,121AB,3,5.0,4,2.0,1.0
10601X0032/F,2.581349954,43.17043448,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [2.5813499536486715, 43.17043448040869]}",11,183.0,140.0,,681AQ02,681AQ02,681AQ,2,5.0,5,2.0,1.0
09523X0032/F,-0.108657246,43.866525067,"{'type': 'Point', 'crs': {'type': 'name', 'properties': {'name': 'urn:ogc:def:crs:OGC:1.3:CRS84'}}, 'coordinates': [-0.10865724577532111, 43.866525066608666]}",32,15.7,101.0,,312AA05,312AA05,312AA,3,6.0,1,2.0,1.0
